steps_per_cycle,laplace,error,exception
2,2.1321510086020807,0.6423066023851386,
2,2.203145330271075,0.6421288416807877,
4,2.548887279927712,0.7108907189276954,
124,27.313357014422504,0.6974370408914813,
127,16.712266159405086,0.6589011799211293,
258,27.674604955697415,0.6444838235329953,
206,12.692369691272399,0.6276226574373583,
546,3.9247510395605985,0.5220810527459331,
596,8.109292681805114,0.5247850300343578,
744,0.6108722813935704,0.529859806362255,
1147,0.9163442804805283,0.5190665398312891,
1275,12.682658952346902,0.4953874566201896,
560,1.420609721264847,0.48514300823414036,
1380,1.100976321239592,0.49860895525288984,
2426,48.63185139059037,0.538641801038369,
3319,3.805711331546238,0.4565741777492514,
1080,1.258058305982874,0.5172992847547644,
344,6.222927993722197,0.5682026525179006,
4171,31.8140430795037,0.45385350164289967,
4754,0.5095267671276543,0.5302076020400012,
100,1.0023122295770064,0.590742029857295,
108,8.68261410483995,0.6841569348421565,
126,25.54054447862663,0.6855281225907152,
223,0.6347750969507667,0.623413071807822,
232,6.551593279147646,0.6369015587000079,
242,42.59542886521578,0.6644337684807666,
297,1.9262671921311227,0.5756638610554885,
319,18.4242133970861,0.6334707150238282,
565,12.883770313670206,0.5394363978567023,
676,14.739084553373138,0.5619350459035182,
436,22.062538003069736,0.5877571109307271,
700,7.850100541785151,0.5913746593295144,
123,6.0111176070002585,0.662479040011064,
708,8.571781485656578,0.4954950489596088,
1148,26.959241031742316,0.4790919392353438,
580,1.074855268759072,0.46734013426616144,
1155,30.259383261774403,0.5621718295291612,
165,6.7201455262621606,0.6445532377448057,
113,2.713124708224925,0.5768853159433439,
1505,20.245113738814645,0.4496367135554856,
1247,22.98299826824198,0.5564251463432652,
290,17.607630267153624,0.633521197880871,
137,2.6394566973070748,0.6578487462218653,
455,1.078377704297566,0.6093868952921212,
985,0.7954564124610097,0.5314543755951635,
1941,1.2421883460380423,0.5009772153811334,
146,21.895980906270214,0.6702836438870438,
1665,7.101774635282256,0.47724144236613625,
110,17.471844835822893,0.6917217702039056,
1883,15.928628179655634,0.5384136309855015,
709,43.23914412819451,0.6081984560334184,
956,2.151119157209559,0.5284692971572471,
2100,34.63856106717438,0.4727960954013684,
1189,3.4999292840412584,0.45576373287341926,
3266,45.20001387176746,0.5138154843742724,
3446,8.682511260315573,0.4523985851822583,
1222,5.161519647647293,0.5286263761495124,
1102,2.690316985166559,0.5684387917951386,
3355,6.495074318293313,0.45921137036425935,
1285,1.6889253680922895,0.4922300386969248,
107,0.5943265824366051,0.5911054148935423,
1011,0.6897782297022902,0.5231071439972019,
354,27.77615786829831,0.607767431284005,
158,43.516101085980765,0.6926464240816439,
190,4.167324145175726,0.6209102570450385,
2501,2.612998197350266,0.45330353058503947,
103,1.9731726311899316,0.5986733471749383,
4783,4.144382550426924,0.4488195793530958,
2831,13.149507509083918,0.4506246564092991,
651,2.521966524084642,0.49009954417750506,
273,0.9503529627650136,0.5936055896318535,
1039,0.6302173990581641,0.5405027137757292,
2211,9.987047822111943,0.4336722730870527,
5644,3.802213446715477,0.43862555173108353,
199,0.8997545622617065,0.5818243745608381,
433,37.4200286123993,0.5995357952850842,
123,6.980175219026137,0.6351379341613521,
113,17.4324186357353,0.6926238364502351,
128,14.404448060536605,0.6617513743960095,
3783,6.975683138245309,0.4463330995924801,
559,7.133153233391252,0.5707222504052788,
3219,2.8144358945867496,0.4265309508814002,
525,1.8556830193915725,0.5441843471856371,
181,44.499754896177045,0.6853475706421294,
110,41.22598931749368,0.6762333961357349,
107,0.6427272183483188,0.5866431507771168,
1156,11.167927220418314,0.4413185883557459,
157,3.2020128233902065,0.615327489020869,
1686,21.51843412420805,0.5327097666849623,
155,2.049138901376384,0.600126027004475,
2598,41.543428826583565,0.41721601875224934,
3735,37.40867131629235,0.5183782616639332,
605,0.8857692491402906,0.5781209523339286,
7852,2.6306037761059455,0.4326641837011904,
109,5.211174696201047,0.666587305403658,
3897,14.368617241945252,0.4443550317253902,
2026,1.961157357714355,0.4912303820603523,
1486,0.674850033454661,0.5098492520696105,
107,2.779680029662154,0.6304487768634888,
6999,15.5083248267848,0.38541835573104255,
128,15.142917907536422,0.6852401533494761,
211,29.03049337934042,0.6571879056473703,
841,9.496602284626174,0.4430790628776172,
121,2.7512817046134037,0.65473673748461,
130,24.76954721710727,0.6637122713117719,
8725,26.531089702246565,0.4074104652831455,
1557,43.679259116163934,0.5557980148587978,
2961,3.4356076646666827,0.4260620461326637,
187,21.675636789729104,0.643138121437569,
311,48.97628005038051,0.6505226483279072,
227,1.6340819756598635,0.626763124311328,
447,2.0463661614480366,0.5586208216575133,
3330,5.321557709748421,0.42296641858856915,
